ident,type,name,longitude,latitude,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,
00NK,seaplane_base,Cliche Cove Seaplane Base,-73.3698057,44.8118612,96,NA,US,US-NY,Beekmantown,00NK,,00NK,
00NY,small_airport,Weiss Airfield,-77.4997024536133,42.9001007080078,1000,NA,US,US-NY,West Bloomfield,00NY,,00NY,
00OH,small_airport,Exit 3 Airport,-84.1421966552734,41.5909004211426,785,NA,US,US-OH,Wauseon,00OH,,00OH,
00OI,heliport,Miami Valley Hospital Heliport,-84.1874008178711,39.7453002929687,905,NA,US,US-OH,Dayton,00OI,,00OI,
00OR,heliport,Steel Systems Heliport,-123.129997253418,44.9328994750977,195,NA,US,US-OR,Salem,00OR,,00OR,
00PA,heliport,R J D Heliport,-75.7469024658203,39.9488983154297,402,NA,US,US-PA,Coatesville,00PA,,00PA,
00PN,small_airport,Ferrell Field,-80.211111,41.2995,1301,NA,US,US-PA,Mercer,00PN,,00PN,
00PS,closed,Thomas Field,-77.365303,40.3778,815,NA,US,US-PA,Loysville,,,,
00S,small_airport,Mc Kenzie Bridge State Airport,-122.088996887,44.1832008362,1620,NA,US,US-OR,Mc Kenzie Bridge,00S,,00S,
00SC,small_airport,Flying O Airport,-80.2671966552734,34.0093994140625,150,NA,US,US-SC,Sumter,00SC,,00SC,
00TA,heliport,Sw Region Faa Heliport,-97.3058013916016,32.8269004821777,598,NA,US,US-TX,Fort Worth,00TA,,00TA,
00TE,heliport,Tcjc-Northeast Campus Heliport,-97.1894989013672,32.847599029541,600,NA,US,US-TX,Fort Worth,00TE,,00TE,
00TN,small_airport,Ragsdale Road Airport,-85.9535980224609,35.5158996582031,1100,NA,US,US-TN,Manchester,00TN,,00TN,
00TS,small_airport,Alpine Range Airport,-97.2419967651367,32.6076011657715,670,NA,US,US-TX,Everman,00TS,,00TS,
00TX,closed,San Jacinto Methodist Hospital Heliport,-94.980201,29.7377,19,NA,US,US-TX,Baytown,,,,
00UT,closed,Clear Creek Ranch Airport,-112.821998596191,37.2477989196777,6138,NA,US,US-UT,Kanab,00UT,,00UT,
00VA,small_airport,Vaughan Airport,-78.9991684,36.57600021,551,NA,US,US-VA,Alton,00VA,,00VA,
00VI,small_airport,Groundhog Mountain Airport,-80.4994964599609,36.6632995605469,2680,NA,US,US-VA,Hillsville,00VI,,00VI,
00W,small_airport,Lower Granite State Airport,-117.44300079346,46.673500061035,719,NA,US,US-WA,Colfax,00W,,00W,
00WA,small_airport,Howell Airport,-122.772003173828,47.1783981323242,150,NA,US,US-WA,Longbranch,00WA,,00WA,
00WI,small_airport,Northern Lite Airport,-89.0501022338867,44.3042984008789,860,NA,US,US-WI,Waupaca,00WI,,00WI,
00WN,small_airport,Hawks Run Airport,-117.249000549316,46.25,2900,NA,US,US-WA,Asotin,00WN,,00WN,
00WV,small_airport,Lazy J. Aerodrome,-79.866096496582,38.8288993835449,2060,NA,US,US-WV,Beverly,00WV,,00WV,
00WY,heliport,Mountain View Regional Hospital Heliport,-106.224443,42.840361,5210,NA,US,US-WY,Casper,00WY,,00WY,
00XS,small_airport,L P Askew Farms Airport,-101.93399810791,33.0334014892578,3110,NA,US,US-TX,O'Donnell,00XS,,00XS,
01A,small_airport,Purkeypile Airport,-152.270004272461,62.9435997009277,1950,NA,US,US-AK,Purkeypile,01A,,01A,
01AK,heliport,Providence Seward Medical Center Heliport,-149.446249008,60.1058739754,120,NA,US,US-AK,Seward,01AK,,01AK,
01AL,small_airport,Ware Island Airport,-86.5139007568359,32.9459991455078,344,NA,US,US-AL,Clanton,01AL,,01AL,
01AR,heliport,Community Hospital of De Queen Heliport,-94.3548965454102,34.0472984313965,400,NA,US,US-AR,De Queen,01AR,,01AR,
01AZ,heliport,Yat Heliport,-111.86499786377,34.6081008911133,3300,NA,US,US-AZ,Camp Verde,01AZ,,01AZ,
01C,closed,Grant Airport,-85.775001525879,43.341701507568,815,NA,US,US-MI,Grant,01C,,01C,
01CA,heliport,Lugo Substation Heliport,-117.370058745,34.3682405917,3733,NA,US,US-CA,Hesperia,01CA,,01CA,
01CL,small_airport,Swansboro Country Airport,-120.734001159668,38.7999000549316,2594,NA,US,US-CA,Placerville,01CL,,01CL,
01CN,heliport,Los Angeles County Sheriff's Department Heliport,-118.153999328613,34.0377998352051,300,NA,US,US-CA,Los Angeles,01CN,,01CN,
01CO,heliport,St Vincent General Hospital Heliport,-106.246002197266,39.2453002929687,10175,NA,US,US-CO,Leadville,01CO,,01CO,
01CT,heliport,Berlin Fairgrounds Heliport,-72.7275009155273,41.6273002624512,60,NA,US,US-CT,Berlin,01CT,,01CT,
01FA,small_airport,Rybolt Ranch Airport,-81.1442031860352,28.5893993377686,55,NA,US,US-FL,Orlando,01FA,,01FA,
01FD,heliport,Florida Hospital-Altamonte Heliport,-81.3705978393555,28.6664009094238,86,NA,US,US-FL,Altamonte Springs,01FD,,01FD,
01FL,small_airport,Cedar Knoll Flying Ranch Airport,-81.1592025756836,28.7819004058838,19,NA,US,US-FL,Geneva,01FL,,01FL,
01GA,heliport,Medical Center Heliport,-84.9791030883789,32.4793014526367,319,NA,US,US-GA,Columbus,01GA,,01GA,
01GE,small_airport,The Farm Airport,-82.7711029052734,32.6744003295898,375,NA,US,US-GA,Wrightsville,01GE,,01GE,
01IA,small_airport,Stender Airport,-90.7413024902344,41.6610984802246,725,NA,US,US-IA,Maysville,01IA,,01IA,
01ID,small_airport,Lava Hot Springs Airport,-112.031997680664,42.6082000732422,5268,NA,US,US-ID,Lava Hot Springs,01ID,,01ID,
01II,small_airport,Myers Field,-86.5066986083984,39.8849983215332,950,NA,US,US-IN,Lizton,01II,,01II,
01IL,heliport,Hoopeston Community Memorial Hospital Heliport,-87.6595001220703,40.4585990905762,583,NA,US,US-IL,Hoopeston,01IL,,01IL,
01IN,heliport,Community Hospital Heliport,-85.69580078125,40.1309013366699,890,NA,US,US-IN,Anderson,01IN,,01IN,
01IS,small_airport,William E. Koenig Airport,-90.3181991577148,39.0162010192871,670,NA,US,US-IL,Dow,01IS,,01IS,
01J,small_airport,Hilliard Airpark,-81.9057006835937,30.68630027771,59,NA,US,US-FL,Hilliard,01J,,01J,
01K,small_airport,Caldwell Municipal Airport,-97.5864028930664,37.0360984802246,1157,NA,US,US-KS,Caldwell,01K,,01K,
01KS,small_airport,Flying N Ranch Airport,-97.003303527832,38.540599822998,1485,NA,US,US-KS,Lost Springs,01KS,,01KS,
01KY,heliport,Lourdes Hospital Heliport,-88.6468963623047,37.051700592041,419,NA,US,US-KY,Paducah,01KY,,01KY,
01LA,small_airport,Barham Airport,-91.7736968994141,32.6389999389648,90,NA,US,US-LA,Oak Ridge,01LA,,01LA,
01LL,small_airport,Schumaier Restricted Landing Area,-89.4638977050781,38.1258010864258,555,NA,US,US-IL,Pinckneyville,01LL,,01LL,
01LS,small_airport,Country Breeze Airport,-91.0774002075195,30.7059993743896,125,NA,US,US-LA,Slaughter,01LS,,01LS,
01MA,heliport,Compaq Andover Heliport,-71.1800994873047,42.6250991821289,140,NA,US,US-MA,Andover,01MA,,01MA,
01MD,seaplane_base,Annapolis Seaplane Base,-76.456001,38.999199,,NA,US,US-MD,Annapolis,01MD,,01MD,
01ME,seaplane_base,Saint Peter's Seaplane Base,-68.5002975463867,46.7789001464844,608,NA,US,US-ME,Portage Lake,01ME,,01ME,
01MI,heliport,Flow Through Terminal Heliport,-83.6797027587891,43.0494995117188,736,NA,US,US-MI,Flint,01MI,,01MI,
01MN,seaplane_base,Barnes Seaplane Base,-92.5574035644531,47.899600982666,1358,NA,US,US-MN,Cook,01MN,,01MN,
01MO,heliport,Highway Patrol Troop C Headquarters Heliport,-90.4842987060547,38.6417007446289,615,NA,US,US-MO,Town and Country,01MO,,01MO,
01MT,small_airport,Crystal Lakes Resort Airport,-114.879997253418,48.7891006469727,3141,NA,US,US-MT,Fortine,01MT,,01MT,
01NC,small_airport,Topsail Airpark,-77.5813980102539,34.4752998352051,65,NA,US,US-NC,Holly Ridge,01NC,,01NC,
01NE,small_airport,Detour Airport,-100.65299987793,40.8436012268066,3000,NA,US,US-NE,Wellfleet,01NE,,01NE,
01NH,small_airport,Moore Airfield,-72.086998,43.6445,835,NA,US,US-NH,Canaan,01NH,,01NH,
01NJ,heliport,Albert Guido Memorial Heliport,-74.1371002197266,40.7417984008789,10,NA,US,US-NJ,Newark,01NJ,,01NJ,
01NM,small_airport,Champion Ranch Airport,-104.540278,33.008611,3630,NA,US,US-NM,Artesia,01NM,,01NM,
01NV,small_airport,Lantana Ranch Airport,-119.027000427246,38.7639007568359,4600,NA,US,US-NV,Yerington,01NV,,01NV,
01NY,heliport,Vassar Hospital Heliport,-73.9496002197266,41.7000999450684,100,NA,US,US-NY,Poughkeepsie,01NY,,01NY,
01OI,heliport,Galion Community Hospital Heliport,-82.8015975952149,40.730598449707,1140,NA,US,US-OH,Galion,01OI,,01OI,
01OK,small_airport,Lawrence Airport,-98.6364974975586,35.2944984436035,1525,NA,US,US-OK,Eakly,01OK,,01OK,
01OR,closed,Red & White Flying Service Airport,-121.044997,43.119301,4346,NA,US,US-OR,Silver Lake,,,,
01PA,heliport,Pine Heliport,-80.0509033203125,40.6556015014648,1215,NA,US,US-PA,Mars,01PA,,01PA,
01PN,small_airport,Bierly(Personal Use) Airport,-77.738899230957,40.9305992126465,960,NA,US,US-PA,Bellefonte,01PN,,01PN,
01PS,small_airport,Nort's Resort Airport,-76.0296020507812,41.5959014892578,1040,NA,US,US-PA,Meshoppen,01PS,,01PS,
01SC,small_airport,York Airport,-81.252799987793,35.0321006774902,779,NA,US,US-SC,York,01SC,,01SC,
01TA,heliport,Thirty Thirty Matlock Office Center Heliport,-97.1157989501953,32.6941986083984,630,NA,US,US-TX,Arlington,01TA,,01TA,
01TE,small_airport,Smith Field,-96.4280014038086,32.7375984191895,505,NA,US,US-TX,Forney,01TE,,01TE,
01TN,small_airport,Colonial Air Park,-89.730598449707,34.9958992004395,370,NA,US,US-TN,Collierville,01TN,,01TN,
01TS,heliport,St Joseph Hospital Heliport,-97.3245010375977,32.7285003662109,675,NA,US,US-TX,Fort Worth,01TS,,01TS,
01TX,small_airport,Mims Farm Ultralightport,-96.8775024414063,32.3875999450684,610,NA,US,US-TX,Waxahachie,01TX,,01TX,
01U,small_airport,Duckwater Airport,-115.634002685547,38.8516006469727,5124,NA,US,US-NV,Duckwater,01U,,01U,
01UT,small_airport,La Sal Junction Airport,-109.396003723145,38.3083000183105,6000,NA,US,US-UT,La Sal,01UT,,01UT,
01VA,small_airport,Pickles Airport,-77.9250030518,39.125,500,NA,US,US-VA,Berryville,01VA,,01VA,
01WA,heliport,Willapa Harbor Heliport,-123.811996459961,46.663200378418,154,NA,US,US-WA,South Bend,01WA,,01WA,
01WI,small_airport,Prehn Cranberry Company Airport,-90.3891983032227,44.0099983215332,930,NA,US,US-WI,Tomah,01WI,,01WI,
01WN,heliport,Whidbey General Hospital Heliport,-122.684997558594,48.2134017944336,103,NA,US,US-WA,Coupeville,01WN,,01WN,
01WT,heliport,Odyssey Heliport,-122.210908,47.518178,20,NA,US,US-WA,Renton,01WT,,01WT,
01WY,small_airport,Keyhole Airport,-104.810997009277,44.3471984863281,4250,NA,US,US-WY,Moorcroft,01WY,,01WY,
01XA,heliport,Seton Medical Center Hays Heliport,-97.853333,30.007222,715,NA,US,US-TX,Kyle,01XA,,01XA,
01XS,heliport,Meadowood Ranch Heliport,-95.7454986572266,32.0201988220215,500,NA,US,US-TX,Athens,01XS,,01XS,
02AK,small_airport,Rustic Wilderness Airport,-150.098007202148,61.8768997192383,190,NA,US,US-AK,Willow,02AK,,02AK,
02AL,small_airport,Bass Field,-87.7643966674805,30.3715000152588,61,NA,US,US-AL,Foley,02AL,,02AL,
02AR,small_airport,Three Rivers Airport,-92.4444198608,34.8224449158,264,NA,US,US-AR,Little Rock,02AR,,02AR,
02AZ,closed,Winchester Farm Airstrip,-109.936996,32.376401,4200,NA,US,US-AZ,Willcox,,,,
02CA,heliport,Swepi Beta Platform Ellen Heliport,-118.128997802734,33.5825004577637,122,NA,US,US-CA,Huntington Beach,02CA,,02CA,
02CD,small_airport,Shannon Field,-90.5240020751953,34.1296005249023,165,NA,US,US-MS,Clarksdale,02CD,,02CD,
02CL,small_airport,Conover Air Lodge Airport,-119.05899810791,34.761100769043,5160,NA,US,US-CA,Frazier Park,02CL,,02CL,
02CO,small_airport,Mc Cullough Airport,-106.04699707,37.6432991028,7615,NA,US,US-CO,Monte Vista,02CO,,02CO,
02CT,heliport,Strangers Point Heliport,-72.4445037841797,41.9196014404297,540,NA,US,US-CT,Ellington,02CT,,02CT,
02FA,small_airport,Osborn Airfield,-81.8748016357422,28.5266990661621,121,NA,US,US-FL,Groveland,02FA,,02FA,
02FL,small_airport,Cuchens Airport,-86.123889,30.642778,215,NA,US,US-FL,Defuniak Springs,02FL,,02FL,
02GA,small_airport,Doug Bolton Field,-83.4290008544922,34.2025985717773,884,NA,US,US-GA,Commerce,02GA,,02GA,
02GE,small_airport,Etowah Fields Airport,-84.9244003295899,34.1753005981445,710,NA,US,US-GA,Euharlee,02GE,,02GE,
02HI,heliport,K3 Helipad Heliport,-157.95100402832,21.3619995117187,9,NA,US,US-HI,Pearl Harbor,02HI,,02HI,
02IA,heliport,Boone County Hospital Heliport,-93.8779983520508,42.0560989379883,1160,NA,US,US-IA,Boone,02IA,,02IA,
02ID,small_airport,Morgan Ranch Airport,-115.305000305176,44.5555000305176,5634,NA,US,US-ID,Cascade,02ID,,02ID,
02II,small_airport,King Ultralightport,-86.2105026245117,40.0623016357422,925,NA,US,US-IN,Westfield,02II,,02II,
02IN,small_airport,Diamond P. Field,-85.5408020019531,40.2089004516602,904,NA,US,US-IN,Muncie,02IN,,02IN,
02IS,heliport,Condell Medical Center Heliport,-87.9572982788086,42.274600982666,762,NA,US,US-IL,Libertyville,02IS,,02IS,
02KS,small_airport,Jmj Landing Airport,-96.0552978515625,39.2221984863281,1170,NA,US,US-KS,St Marys,02KS,,02KS,
02KY,heliport,Boone National Guard Heliport,-84.89990234375,38.1833992004395,760,NA,US,US-KY,Frankfort,02KY,,02KY,
02LA,heliport,La State Police Troop G Heliport,-93.6602020263672,32.5312995910645,168,NA,US,US-LA,Bossier City,02LA,,02LA,
02LS,heliport,Windy Hill Heliport,-91.9189987182617,30.1483001708984,25,NA,US,US-LA,Broussard,02LS,,02LS,
02MA,heliport,Cuttyhunk Heliport,-70.927001953125,41.4196014404297,9,NA,US,US-MA,Gosnold,02MA,,02MA,
02MD,small_airport,Garner Field,-76.709739,38.672544,141,NA,US,US-MD,Brandywine,02MD,,02MD,
02ME,small_airport,Old Acton Airfield,-70.9293975830078,43.5373001098633,700,NA,US,US-ME,Acton,02ME,,02ME,
02MI,small_airport,Fairplains Airpark,-85.1484985351562,43.1571006774902,850,NA,US,US-MI,Greenville,02MI,,02MI,
02MN,small_airport,Greenbush Municipal Airport,-96.1920013427734,48.6833000183106,1070,NA,US,US-MN,Greenbush,02MN,,02MN,
02MO,small_airport,Troy Airpark,-91.0335006713867,39.0499992370605,650,NA,US,US-MO,Troy,02MO,,02MO,
02MS,small_airport,Watts Field,-90.8468017578125,34.1001014709473,153,NA,US,US-MS,Rochdale,02MS,,02MS,
02MT,small_airport,Barrett Field,-111.741996765137,47.2374000549316,3350,NA,US,US-MT,Cascade,02MT,,02MT,
02MU,small_airport,Timber Line Airpark,-93.7974014282227,36.6542015075684,1550,NA,US,US-MO,Cassville,02MU,,02MU,
02NC,heliport,Race City Heliport,-80.597778,35.541111,809,NA,US,US-NC,Landis,02NC,,02NC,
02NE,small_airport,Benes Service Airport,-96.9045028686523,41.0745010375977,1550,NA,US,US-NE,Valparaiso,02NE,,02NE,
02NH,seaplane_base,Iroquois Landing Seaplane Base,-71.2191009521484,44.6571006774902,1180,NA,US,US-NH,Dummer,02NH,,02NH,
02NJ,heliport,Penske Heliport,-74.4671020507812,40.557300567627,78,NA,US,US-NJ,Piscataway,02NJ,,02NJ,
02NV,small_airport,Paiute Meadows Airport,-118.597999572754,41.3032989501953,4443,NA,US,US-NV,Winnemucca,02NV,,02NV,
02NY,heliport,Hansen Heliport,-75.6555023193359,43.1325988769531,435,NA,US,US-NY,Durhamville,02NY,,02NY,
02OH,small_airport,Zimmerman Airport,-83.0832977294922,41.3763999938965,614,NA,US,US-OH,Fremont,02OH,,02OH,
02OI,small_airport,Murtha Airport,-80.5653991699219,41.8019981384277,950,NA,US,US-OH,Conneaut,02OI,,02OI,
02OK,heliport,Canon Heliport,-97.5252990722656,35.4584007263184,1191,NA,US,US-OK,Oklahoma City,02OK,,02OK,
02OR,small_airport,Rowena Dell Airport,-121.31600189209,45.6814994812012,705,NA,US,US-OR,The Dalles,02OR,,02OR,
02P,heliport,Stottle Memorial Heliport,-77.5566024780273,40.4035987854004,591,NA,US,US-PA,Honey Grove,02P,,02P,
02PA,heliport,Lag Iii Heliport,-79.7699966430664,40.4383010864258,1070,NA,US,US-PA,Monroeville,02PA,,02PA,
02PN,heliport,Peco Berwyn Heliport,-75.4552001953125,40.0695991516113,390,NA,US,US-PA,Berwyn,02PN,,02PN,
02PS,small_airport,Hughes Ultralightport,-77.2303009033203,41.9006004333496,1700,NA,US,US-PA,Tioga,02PS,,02PS,
02SC,small_airport,Harpers Airport,-81.2248001098633,32.7584991455078,111,NA,US,US-SC,Estill,02SC,,02SC,
02T,small_airport,Wise River Airport,-112.982002258301,45.769100189209,5830,NA,US,US-MT,Wise River,02T,,02T,
02TA,heliport,Matagorda Shore Facility Heliport,-95.8738021850586,28.721399307251,5,NA,US,US-TX,Matagorda,02TA,,02TA,
02TE,heliport,Baylor Medical Center Heliport,-96.8641967773437,32.3954010009766,560,NA,US,US-TX,Waxahachie,02TE,,02TE,
02TN,small_airport,Ellis Field,-86.5841979980469,35.7806015014648,840,NA,US,US-TN,Murfreesboro,02TN,,02TN,
02TS,closed,FWOMC Heliport,-97.370003,32.747601,684,NA,US,US-TX,Fort Worth,,,,
02TX,small_airport,The Palms At Kitty Hawk Airport,-101.92288208,33.3704032898,3235,NA,US,US-TX,New Home,02TX,,02TX,
02UT,small_airport,Lucin Airport,-113.843002319336,41.3662986755371,4412,NA,US,US-UT,Lucin,02UT,,02UT,
02VA,small_airport,The Greenhouse Airport,-77.8572006225586,38.4356994628906,320,NA,US,US-VA,Culpeper,02VA,,02VA,
02VG,heliport,Northstar Aviation Heliport,-82.11669921875,36.638801574707,1850,NA,US,US-VA,Bristol,02VG,,02VG,
02WA,small_airport,Cawleys South Prairie Airport,-122.09400177002,47.1523017883301,690,NA,US,US-WA,South Prairie,02WA,,02WA,
02WI,small_airport,Beer Airport,-92.6557998657227,45.0318984985352,920,NA,US,US-WI,Hudson,02WI,,02WI,
02WN,small_airport,Fowler Field,-119.319000244141,48.7458000183105,2150,NA,US,US-WA,Tonasket,02WN,,02WN,
02XS,small_airport,Seidel Ranch Airport,-97.6628036499023,30.1476993560791,510,NA,US,US-TX,Elroy,02XS,,02XS,
03AA,heliport,Trapper T Heliport,-149.284527,61.556055,159,NA,US,US-AK,Palmer,03AA,,03AA,
03AK,seaplane_base,Joe Clouds Seaplane Base,-151.132781982422,60.727222442627,150,NA,US,US-AK,Kenai,03AK,,03AK,
03AL,heliport,Highland Medical Center Heliport,-86.046774,34.662604,628,NA,US,US-AL,Scottsboro,03AL,,03AL,
03AR,heliport,Hscmh Heliport,-92.7884979248047,34.3576011657715,350,NA,US,US-AR,Malvern,03AR,,03AR,
03AZ,small_airport,Thompson International Aviation Airport,-110.083999633789,31.4333992004395,4275,NA,US,US-AZ,Hereford,03AZ,,03AZ,
03CA,heliport,Grossmont Hospital Heliport,-117.006952,32.779484,634,NA,US,US-CA,La Mesa,03CA,,03CA,
03CO,small_airport,Kugel-Strong Airport,-104.744003296,40.2125015259,4950,NA,US,US-CO,Platteville,03CO,,03CO,
03FA,small_airport,Lake Persimmon Airstrip,-81.4080963134766,27.353099822998,70,NA,US,US-FL,Lake Placid,03FA,,03FA,
03FD,closed,Tharpe Airport,-85.731003,30.8288,115,NA,US,US-FL,Bonifay,,,,
03FL,heliport,Ranger Heliport,-80.1873016357422,26.6837005615234,20,NA,US,US-FL,West Palm Beach,03FL,,03FL,
03GA,small_airport,HIA Airport,-81.8576944,32.5623056,238,NA,US,US-IN,Statesboro,03GA,,03GA,
03I,closed,Clarks Dream Strip,-83.018204,39.644199,680,NA,US,US-OH,Circleville,,,,
03IA,small_airport,East Field,-92.4613037109375,41.581901550293,954,NA,US,US-IA,Montezuma,03IA,,03IA,
03ID,small_airport,Flying Y Ranch Airport,-116.532997131348,44.7943000793457,3180,NA,US,US-ID,Council,03ID,,03ID,
03II,small_airport,Davis Field Ultralightport,-87.7789001465,37.9620018005,465,NA,US,US-IN,Mount Vernon,03II,,03II,
03IL,small_airport,Wix Airport,-87.8167037963867,41.4023017883301,750,NA,US,US-IL,Monee,03IL,,03IL,
03IN,small_airport,Heinzman Airport,-86.0124969482422,40.1800003051758,850,NA,US,US-IN,Arcadia,03IN,,03IN,
03IS,heliport,OSF St Anthony's Health Center Heliport,-90.173401,38.904999,580,NA,US,US-IL,Alton,03IS,,03IS,
03KS,heliport,Valley Grain Heliport,-95.2640991210938,39.8647003173828,1160,NA,US,US-KS,Highland,03KS,,03KS,
03KY,small_airport,Flying H Farms Airport,-87.5413970947266,37.7916984558105,385,NA,US,US-KY,Henderson,03KY,,03KY,
03LA,heliport,Damien Heliport,-91.1278991699219,30.1996002197266,25,NA,US,US-LA,Carville,03LA,,03LA,
03LS,heliport,Fmc Nr 1 Heliport,-91.7080001831055,32.1590003967285,79,NA,US,US-LA,Winnsboro,03LS,,03LS,
03M,seaplane_base,Lakeside Marina Seaplane Base,-69.8895034790039,44.3208999633789,165,NA,US,US-ME,East Winthrop,03M,,03M,
03MA,small_airport,Hadley Airport,-72.552001953125,42.3931007385254,150,NA,US,US-MA,Hadley,03MA,,03MA,
03MD,heliport,Upper Chesapeake Medical Center Heliport,-76.3266983032227,39.5224990844727,302,NA,US,US-MD,Bel Air,03MD,,03MD,
03ME,small_airport,Maple Ridge Airport,-70.6272964477539,44.0842018127441,556,NA,US,US-ME,Harrison,03ME,,03ME,
03MI,heliport,Harold Miller Heliport,-83.8621978759766,43.5508995056152,585,NA,US,US-MI,Bay City,03MI,,03MI,
